rid,customer_id,car_vin,date,odometer,complain
1048,82,Q1WMFPT00E2QMK3U,2022-10-04,151035,smoke coming from under hood
1049,190,DL7FKNDG1JRJ5XFE,2023-10-25,124010,smoke coming from under hood
1050,476,FVWJ7YZ6L7X6OA3N,2021-10-12,28420,power windows stopped working
1051,493,L9YSU51EPXU7B6NB,2022-06-10,73110,fuel efficiency dropped a lot
1052,136,JK9E0OAWHN2ECLCE,2025-09-28,130224,battery keeps dying overnight
1053,68,8FMW4V1FJ2AOY2XD,2024-12-31,5662,coolant warning light on
1054,382,RGSL55X9E0RAGHKE,2025-05-22,222891,clutch pedal feels loose
1055,395,XLB57AUKHQNZJNNS,2021-02-13,179667,fuel efficiency dropped a lot
1056,214,O8G8HZMVYD47DZNA,2025-06-02,124559,car overheating in traffic
1057,136,DABBAJAQ08DNX80N,2023-02-09,45154,steering wheel shakes when braking
1058,188,DZBC7QK4K6ILSIDB,2021-11-07,163338,exhaust is louder than usual
1059,313,VMT4FVMYPJ2NNOC3,2024-10-25,31295,tire pressure warning keeps coming back
1060,376,EZEMQT788G35SFY1,2022-09-28,141318,rough idle at stoplights
1061,73,78ZWGDQBLUPPH3NW,2025-05-03,178791,battery keeps dying overnight
1062,165,MOCTCLKA9LZ57V4N,2023-12-06,118868,power windows stopped working
1063,476,FVWJ7YZ6L7X6OA3N,2020-03-17,131198,car overheating in traffic
1064,8,XF50OJQRLG6UACOT,2022-12-14,195128,windshield wipers not working
1065,72,38ZKRG6WMZ0ZCSSF,2023-06-07,223980,oil leak under the car
1066,216,NBB4V57YZET3GNDC,2025-07-10,128404,car pulls to the left when braking
1067,207,WUFUK15U2486D43I,2021-12-16,214899,ac is blowing warm air
1068,1,LNGIXMC4SX27DCBH,2020-08-08,74633,car wont start in the morning
1069,61,0V0VSGQG034L4KV2,2023-05-07,68174,smoke coming from under hood
1070,75,T76I3HZCD3GEQ10F,2024-01-14,60183,grinding noise from rear wheels
1071,139,PAVAJIMMNSTOUIFJ,2020-07-27,37765,door lock is stuck
1072,373,KTI221XJ7WWUDQVD,2023-09-26,37261,windshield wipers not working
1073,355,RG1YD5MY3GDILK1Q,2022-07-25,124237,smell of burning rubber
1074,68,RWDWF1TQV0R095UH,2020-10-20,68017,clutch pedal feels loose
1075,48,9MZ99ZJUK9QS57WC,2025-06-04,186989,ac is blowing warm air
1076,295,13M7PC59P0QVHZJK,2025-04-02,100756,rough idle at stoplights
1077,207,WUFUK15U2486D43I,2021-03-01,71731,oil leak under the car
1078,395,AU5IK31YUW2TGRTF,2025-06-21,174910,steering wheel shakes when braking
1079,259,91KUBJJJX1ALX44P,2023-09-08,144976,abs light is on
1080,82,8V16SHQXMS0HKRAJ,2022-05-26,127576,fuel efficiency dropped a lot
1081,7,ZX8J5MS20T3T9LP2,2022-08-31,44753,smoke coming from under hood
1082,162,WHHOLI54087WS1LO,2023-12-02,102748,coolant warning light on
1083,28,4YEO6PPYWH8EA329,2023-11-10,208226,car wont start in the morning
1084,37,JS18L9GJ4ANLIOBL,2025-06-21,223330,car overheating in traffic
1085,143,G6G04JGSQOF3WGI8,2024-08-01,176342,power windows stopped working
1086,49,WOB7P7O0OLFIZEEU,2025-12-14,211416,smell of burning rubber
1087,163,GQQLYZJ0AEOORBT6,2022-03-03,208605,squealing noise when turning
1088,211,OPO6J0M3LOUFHW8W,2023-05-21,60942,headlights are dim
1089,0,P1ZSCMO1POB7FU99,2025-03-19,9782,car pulls to the left when braking
1090,328,VRGSS8K5IJULP98R,2024-12-26,216514,windshield wipers not working
1091,188,DZBC7QK4K6ILSIDB,2025-07-11,196242,door lock is stuck
1092,147,C60CJBMUVHGQK820,2022-10-02,193839,steering wheel shakes when braking
1093,346,DAO13TB25ICCPKLV,2023-08-01,192077,grinding noise from rear wheels
1094,345,WV9NJS96ALGXZJ9M,2022-06-06,140843,car wont start in the morning
1095,98,Q0S5RMJPCZA3SFGH,2024-07-06,192140,check engine light came on
1096,86,RO6DUTJTO914YBNU,2022-02-21,11658,fuel efficiency dropped a lot
1097,245,0Z7Q0I9BL14HOAE5,2020-11-14,10058,headlights are dim
1098,298,WVVSKP30TX8J1CCM,2020-06-10,177766,smell of burning rubber
1099,249,ND6BWBEM0TPI70HK,2020-05-24,201530,power windows stopped working
1100,131,SV5ITMTJLEGP4H2H,2020-05-16,155634,car wont start in the morning
1101,132,80TW87S34876KE1Q,2021-12-30,188691,rough idle at stoplights
1102,293,4DX6UZS1XKE1KWON,2021-02-04,183232,power windows stopped working
1103,389,THR3NK8PQEQ7Z7E5,2024-02-04,201414,grinding noise from rear wheels
1104,283,595CEKOF92Y8LZ8C,2024-07-03,121698,door lock is stuck
1105,111,JJ0076EKHI1RD5B2,2024-10-20,56889,car wont start in the morning
1106,220,7PP0PNNLO0HHGH5X,2023-12-29,235474,trunk wont open
1107,314,G770XDHJ5SC36U9C,2025-06-26,16921,check engine light came on
1108,318,BMQIMI8ACUEOBQT0,2025-12-27,39823,coolant warning light on
1109,204,DNGFLYRJ8GOSD3M0,2020-12-15,209233,weird vibration at highway speeds
1110,276,EV4DH9UGF10OO1PV,2021-03-12,220029,smell of burning rubber
1111,256,9WRR513BB6F05EP4,2023-01-19,24506,weird vibration at highway speeds
1112,373,3FRB7EI5R8VO4KVF,2023-06-23,243754,transmission slipping between gears
1113,488,5LFOS9DJ9IHJDQDF,2022-07-17,166083,squealing noise when turning
1114,61,0V0VSGQG034L4KV2,2022-07-10,246928,exhaust is louder than usual
1115,410,EE2ABG9SHO5D5AFQ,2020-09-13,120770,trunk wont open
1116,200,84P4K9DXOQ8JXLFI,2020-02-15,56384,door lock is stuck
1117,41,KWBJPCLMSP94RWGK,2022-07-24,181565,suspension feels bouncy
1118,182,A1RYZTBVHUAZUN6F,2024-02-03,226113,coolant warning light on
1119,129,TD503779U7C1A7YJ,2020-04-13,221101,rough idle at stoplights
1120,336,SAJHJXQKD8UR6TIA,2024-08-27,52572,oil leak under the car
1121,154,2ZNTGG50YQL25S8T,2020-10-06,190477,ac is blowing warm air
1122,140,JN4LV11KJALW563C,2021-02-28,117502,brakes feel spongy
1123,12,VRECJTR0M6HZ72KX,2021-11-11,56412,brakes feel spongy
1124,64,TQXC72BM2O2ZCMOT,2021-10-13,89481,suspension feels bouncy
1125,16,Z0KDN3TN60TLXOUN,2021-03-19,247030,grinding noise from rear wheels
1126,431,QDE7M7H6OQ7QH96Y,2023-09-26,225961,suspension feels bouncy
1127,380,ZJFY4W8TR98W07FI,2023-07-28,108367,headlights are dim
1128,64,7A1RBRNU851V9PD5,2024-03-04,103970,trunk wont open
1129,204,DNGFLYRJ8GOSD3M0,2023-07-22,103247,battery keeps dying overnight
1130,124,9VVN5X48PW5K0JJS,2025-11-03,33672,car pulls to the left when braking
1131,116,VEZRAD8EJPMLNL7H,2022-05-25,27368,power windows stopped working
1132,440,EH8UXZ3ADHF025LO,2020-03-15,139010,door lock is stuck
1133,161,6V3RZKDU6FOTWFTQ,2022-04-24,20188,coolant warning light on
1134,25,O0SW58611GQIT8D9,2022-06-05,185883,headlights are dim
1135,87,HLX0ST69WWP82QZT,2021-02-12,209556,coolant warning light on
1136,301,WLF9YXAM97YOFCX7,2022-12-01,26042,power windows stopped working
1137,34,1FS324ERTL15E166,2020-04-24,48466,brakes feel spongy
1138,359,VUUPLTXU3YF15Z08,2022-09-22,56990,exhaust is louder than usual
1139,327,E6P4NP00NQOHN3DG,2021-02-03,240772,car pulls to the left when braking
1140,272,IE4ACJOD8WACEQRQ,2022-04-28,49298,tire pressure warning keeps coming back
1141,106,CGJU2T0JESGQ4BVP,2020-01-07,56274,rough idle at stoplights
1142,464,YQZDUBB9MIT3VHTN,2023-04-07,246207,headlights are dim
1143,67,7PW35X3X10Y14DSF,2020-02-13,196971,squealing noise when turning
1144,33,Q7KA8OBM5RY6Q2M8,2021-03-20,119161,coolant warning light on
1145,283,595CEKOF92Y8LZ8C,2021-08-14,103885,radio cuts in and out
1146,32,WAPCQ7VG6N968XF6,2025-06-02,5677,squealing noise when turning
1147,97,IXEXB92YFAI6YR8N,2020-09-26,185628,windshield wipers not working
1148,360,BAEPG25PU9H9FB02,2025-08-05,29591,ac is blowing warm air
1149,193,EQ4F1SRIKOMFRQ8L,2025-11-14,148025,smoke coming from under hood
1150,363,TGDK4SNV9RR49HQW,2020-07-21,152040,door lock is stuck
1151,17,ZXT9QUBWRP8GUUCM,2024-05-16,136335,clutch pedal feels loose
1152,406,7U9SSBU7GE3AI6AY,2022-07-15,16722,abs light is on
1153,34,1FS324ERTL15E166,2023-05-03,106481,windshield wipers not working
1154,30,B20UC87NXP0JF6DN,2024-10-24,72293,headlights are dim
1155,436,67LM8E49ITE92SRL,2020-12-07,159356,power windows stopped working
1156,325,ZXQOMTS1EGPGVTN4,2022-08-02,193199,fuel efficiency dropped a lot
1157,95,CUJVXHSHV1Y04Z4V,2022-10-21,106424,suspension feels bouncy
1158,270,RB5TNGCRZXC4VNIB,2025-06-15,152995,windshield wipers not working
1159,409,918SLOMEYL6SS1A2,2021-06-19,83215,exhaust is louder than usual
1160,33,Q7KA8OBM5RY6Q2M8,2025-01-19,189855,door lock is stuck
1161,44,BEDYEJHDZXQ3P87J,2020-10-10,149785,radio cuts in and out
1162,174,GSVANRY632IIPS8Q,2021-02-12,155436,weird vibration at highway speeds
1163,320,74QR14VUYV2EMY9T,2024-05-21,156932,headlights are dim
1164,379,HG0U43QLX3F2XHDC,2021-12-18,77685,car pulls to the left when braking
1165,292,T1OXHFDXK31WBHTF,2022-10-16,22559,windshield wipers not working
1166,320,74QR14VUYV2EMY9T,2023-10-28,209723,transmission slipping between gears
1167,497,2YGYZTHQSE0KIVWM,2021-12-14,41856,car pulls to the left when braking
1168,9,V4DC0FP672ZFBQBK,2025-09-20,149284,headlights are dim
1169,358,S924W7W8TWT2I9OW,2020-02-12,139846,ac is blowing warm air
1170,317,TZRBZIRJYZ8XUKU8,2024-02-16,57163,coolant warning light on
1171,276,EV4DH9UGF10OO1PV,2020-12-04,55364,engine is making a weird noise
1172,330,1HYP5MASNPHFC4YG,2022-09-07,122606,abs light is on
1173,369,6CN8SIWMZAP4VKFT,2023-06-29,130833,exhaust is louder than usual
1174,355,RG1YD5MY3GDILK1Q,2022-06-10,155447,smell of burning rubber
1175,210,H0CD8A2IBCLTRH9V,2021-10-29,11815,radio cuts in and out
1176,197,KMSX54RJSXFOH9MB,2020-12-28,17343,ac is blowing warm air
1177,132,80TW87S34876KE1Q,2020-12-21,54649,grinding noise from rear wheels
1178,76,DDVXKKXO0SSW74WQ,2025-05-29,139539,grinding noise from rear wheels
1179,246,JC6ON5ZZ679AQLO3,2022-06-22,249247,exhaust is louder than usual
1180,317,TZRBZIRJYZ8XUKU8,2025-07-11,31205,tire pressure warning keeps coming back
1181,488,5LFOS9DJ9IHJDQDF,2025-06-13,229662,trunk wont open
1182,296,7NQWHOCPY8UDQDDA,2023-11-15,13561,squealing noise when turning
1183,143,9QAZ6FP9XAQS3TGD,2020-08-21,242910,abs light is on
1184,151,HZTAY12YIVFQSX50,2021-06-14,24323,battery keeps dying overnight
1185,130,MW04U923O359TSUJ,2021-01-16,91496,power windows stopped working
1186,355,RG1YD5MY3GDILK1Q,2023-08-06,204430,weird vibration at highway speeds
1187,220,7PP0PNNLO0HHGH5X,2022-11-26,105973,car pulls to the left when braking
1188,93,OK3ZY5SRO0L9LAYK,2024-07-11,205268,headlights are dim
1189,139,PAVAJIMMNSTOUIFJ,2020-09-05,229843,engine is making a weird noise
1190,245,0Z7Q0I9BL14HOAE5,2023-06-24,63835,exhaust is louder than usual
1191,55,VPIG3YVR2EU4KB57,2022-08-13,182293,clutch pedal feels loose
1192,374,BAYKIS11D2MRMTXJ,2022-08-26,204309,check engine light came on
1193,361,AH2XJQ2WDIZHW0VQ,2022-12-18,51411,grinding noise from rear wheels
1194,243,5I67ZSOOUKIW8X17,2025-08-09,92380,abs light is on
1195,64,7A1RBRNU851V9PD5,2020-01-02,35490,steering wheel shakes when braking
1196,56,7KNE1YBMZPSCTPN7,2025-12-24,240118,smoke coming from under hood
1197,49,4JM8C9TFLDY3YGQA,2024-12-02,188739,radio cuts in and out
1198,396,8EGP15CA8ZJSW5PQ,2021-01-14,146925,car overheating in traffic
1199,245,0Z7Q0I9BL14HOAE5,2023-10-28,229512,smoke coming from under hood
1200,79,XGGMQJ9UJEFUBFD3,2020-07-29,131785,headlights are dim
1201,439,MC8FU0AB76LBWLA9,2023-05-09,219336,suspension feels bouncy
1202,368,T8ZGEHUIQSI2FEXT,2021-04-25,223092,car pulls to the left when braking
1203,5,7R1930I6G61PCWE4,2025-04-20,131908,power windows stopped working
1204,418,JHMXCQDJ5CUYDA9A,2023-04-02,99911,door lock is stuck
1205,234,1PY6Q9YL16ZV8U0L,2025-03-04,94501,ac is blowing warm air
1206,351,CG59MNBO3WZ5I4EB,2021-11-12,44767,power windows stopped working
1207,95,CUJVXHSHV1Y04Z4V,2025-09-07,82605,exhaust is louder than usual
1208,200,84P4K9DXOQ8JXLFI,2022-04-12,203760,grinding noise from rear wheels
1209,379,HG0U43QLX3F2XHDC,2024-04-06,184642,rough idle at stoplights
1210,298,WVVSKP30TX8J1CCM,2024-11-12,7990,power windows stopped working
1211,147,C60CJBMUVHGQK820,2024-07-28,246741,brakes feel spongy
1212,396,8EGP15CA8ZJSW5PQ,2024-08-05,249183,suspension feels bouncy
1213,58,JS08RWQ1CGEDBT8B,2024-12-18,13852,abs light is on
1214,165,MOCTCLKA9LZ57V4N,2024-03-14,120089,headlights are dim
1215,39,YMZLO9LNDCMB4BLD,2024-07-22,154291,ac is blowing warm air
1216,21,XNOAD78QIG6UO3ZI,2025-04-02,135286,grinding noise from rear wheels
1217,272,IE4ACJOD8WACEQRQ,2020-12-15,23286,check engine light came on
1218,441,90MWB4LL3K4BK8EJ,2021-05-19,98740,ac is blowing warm air
1219,71,D0I2V4B2RCYBRXOD,2021-12-07,114954,transmission slipping between gears
1220,33,Q7KA8OBM5RY6Q2M8,2021-11-18,111657,steering wheel shakes when braking
1221,45,LNKKUO4JH9JPDMN1,2022-02-27,65772,door lock is stuck
1222,185,1MYLQJJBFSA5UZLZ,2021-08-09,211515,weird vibration at highway speeds
1223,109,UMKVGG4NP4D8J2X7,2023-02-20,71120,power windows stopped working
1224,168,NKOWYPSWLDOQ59B9,2020-04-22,218488,clutch pedal feels loose
1225,16,Z0KDN3TN60TLXOUN,2022-07-17,190524,door lock is stuck
1226,1,QHR133NO3AAMTFPW,2023-11-09,165424,windshield wipers not working
1227,448,TXB1761M3J1HA0W5,2024-11-27,94397,coolant warning light on
1228,24,GGAYBFJH9KRS51ZE,2021-07-29,209086,fuel efficiency dropped a lot
1229,253,XRED8U8NOZEMDMZ5,2025-09-02,40793,exhaust is louder than usual
1230,126,ZYF2EV4JI4UFANS5,2020-07-17,192538,check engine light came on
1231,130,43F1AYSV6O9E9NHC,2025-12-15,71534,abs light is on
1232,36,0UT100WNT0K9875T,2025-12-17,80305,car wont start in the morning
1233,345,WV9NJS96ALGXZJ9M,2021-04-21,32953,grinding noise from rear wheels
1234,434,DIRL481XLAXHNOC2,2021-11-13,72089,car overheating in traffic
1235,234,1PY6Q9YL16ZV8U0L,2021-08-09,242112,rough idle at stoplights
1236,3,86GVGT2EEHFU4B9S,2024-12-23,69901,squealing noise when turning
1237,401,YCZU80ZRZ79HQTYL,2023-09-26,100725,suspension feels bouncy
1238,414,CHHXA7HY7AI33993,2024-10-03,151048,coolant warning light on
1239,483,ONDHKBRJIGLG08YV,2024-06-13,147699,engine is making a weird noise
1240,88,79OKQBBWBX54QOTV,2022-07-25,16021,radio cuts in and out
1241,147,C60CJBMUVHGQK820,2021-05-16,49245,oil leak under the car
1242,51,1HGAV42T8LLIHKPJ,2021-01-16,13960,fuel efficiency dropped a lot
1243,8,YQTAYBGI0RR0TIAX,2024-08-25,110194,tire pressure warning keeps coming back
1244,399,3K88RHOEHAPM4YQZ,2021-06-23,208341,coolant warning light on
1245,154,2ZNTGG50YQL25S8T,2025-10-28,46806,car wont start in the morning
1246,45,BGUAXNM0ALQEDS1V,2022-10-27,24998,suspension feels bouncy
1247,371,590EMC20LSJWS1ZL,2024-01-23,153736,suspension feels bouncy
1248,330,1HYP5MASNPHFC4YG,2021-04-08,156067,car wont start in the morning
1249,46,B9V1T4JXA2YMPYI4,2023-05-15,86188,car pulls to the left when braking
1250,184,3I9LLIFFCVEDQFC1,2022-03-08,66460,smell of burning rubber
1251,493,28NVQHL097FZRLGQ,2020-01-19,128471,engine is making a weird noise
1252,250,TKUDE358TRE9QDI3,2020-06-18,188915,transmission slipping between gears
1253,314,G770XDHJ5SC36U9C,2023-10-18,86846,door lock is stuck
1254,374,BAYKIS11D2MRMTXJ,2021-08-25,10558,door lock is stuck
1255,225,72L4X5BWAEN7YJF3,2025-06-26,26566,car overheating in traffic
1256,436,67LM8E49ITE92SRL,2020-09-30,76195,power windows stopped working
1257,376,EZEMQT788G35SFY1,2021-07-17,167401,door lock is stuck
1258,144,WYSIRRK1RD1ZM4IX,2023-01-07,232657,power windows stopped working
1259,110,FZJAHSAO2QWKBSEP,2025-03-25,234230,exhaust is louder than usual
1260,82,G5UDLHWV6FLVYWAP,2021-02-04,209451,car overheating in traffic
1261,277,PDT12SBA62TDO1DF,2025-01-06,183505,battery keeps dying overnight
1262,376,EZEMQT788G35SFY1,2020-07-27,221330,oil leak under the car
1263,320,74QR14VUYV2EMY9T,2025-12-29,131165,tire pressure warning keeps coming back
1264,345,WV9NJS96ALGXZJ9M,2022-02-11,197661,weird vibration at highway speeds
1265,146,O7ERC4R6S34A1NFX,2025-07-14,138087,ac is blowing warm air
1266,283,CPJZE1XTAR0KO31N,2025-12-30,109306,trunk wont open
1267,73,T4ZF3D4D32NKX5ZT,2020-07-19,116737,suspension feels bouncy
1268,169,KBQNXPVMSR75RMG7,2024-12-29,92968,fuel efficiency dropped a lot
1269,129,MFKRIG7JVDIKDTSG,2024-07-01,40279,car wont start in the morning
1270,51,1HGAV42T8LLIHKPJ,2025-12-17,199386,exhaust is louder than usual
1271,143,G6G04JGSQOF3WGI8,2025-02-28,167781,engine is making a weird noise
1272,259,91KUBJJJX1ALX44P,2021-03-13,16608,grinding noise from rear wheels
1273,216,Y6D1HFDI3JSTY876,2025-06-02,164725,door lock is stuck
1274,338,T87K9TPZ1J8Q9I6K,2021-06-12,166854,car overheating in traffic
1275,348,GJVSDBIDE6UITJ5Z,2021-05-03,17116,smoke coming from under hood
1276,445,NAAXU3K8JB79YJ65,2023-12-16,149102,ac is blowing warm air
1277,283,CPJZE1XTAR0KO31N,2021-09-03,189819,grinding noise from rear wheels
1278,440,EH8UXZ3ADHF025LO,2023-01-05,222930,grinding noise from rear wheels
1279,25,VU5WP8MVU2YETTRU,2025-05-06,202643,grinding noise from rear wheels
1280,345,WV9NJS96ALGXZJ9M,2021-02-26,160553,exhaust is louder than usual
1281,423,8U1QP2WNV2MK48J4,2023-08-14,244726,suspension feels bouncy
1282,346,DAO13TB25ICCPKLV,2022-05-14,117553,suspension feels bouncy
1283,32,WAPCQ7VG6N968XF6,2023-03-02,26831,fuel efficiency dropped a lot
1284,322,XMOE545VYBJH4OUL,2025-03-26,241988,exhaust is louder than usual
1285,131,SV5ITMTJLEGP4H2H,2021-03-29,187449,suspension feels bouncy
1286,198,A6U48GWGHM56VU6Z,2025-03-30,83388,clutch pedal feels loose
1287,283,595CEKOF92Y8LZ8C,2024-04-27,46537,ac is blowing warm air
1288,157,0V4PSC9J5UGE1G41,2022-08-31,140562,trunk wont open
1289,13,CRHYQNRM31SL7ZX4,2025-04-08,83742,radio cuts in and out
1290,440,EH8UXZ3ADHF025LO,2024-11-13,204157,trunk wont open
1291,390,33A8NCXCWC0BOGWH,2022-11-22,50049,steering wheel shakes when braking
1292,89,4PN8QIX43IRGM5DK,2023-11-04,56787,smoke coming from under hood
1293,183,N99LT3J6LILB7ZWD,2025-03-09,240073,rough idle at stoplights
1294,137,IP35T54GYLBI18A2,2024-03-21,163230,car overheating in traffic
1295,118,GSV5E033DZQQ5EB9,2024-07-21,93488,smell of burning rubber
1296,418,JHMXCQDJ5CUYDA9A,2025-10-24,239442,smoke coming from under hood
1297,57,NIA2Y7VFHPD6VQ81,2021-10-03,223868,fuel efficiency dropped a lot
1298,103,PSSCP9KJYMJBT35Y,2022-07-16,204989,battery keeps dying overnight
1299,347,IEKX6MJ53YXHZKIE,2023-04-30,172957,ac is blowing warm air
1300,305,ZU1TOZHDV5OJZTO7,2024-09-11,157353,check engine light came on
1301,205,YE71TWD96HHWMF1G,2020-07-23,194004,grinding noise from rear wheels
1302,124,9VVN5X48PW5K0JJS,2020-09-26,162655,squealing noise when turning
1303,458,CQPHLI5L692TULGE,2025-05-11,64783,squealing noise when turning
1304,323,NX9OWWEW9V08LIUQ,2021-11-18,235419,power windows stopped working
1305,130,S83GYZIEPO772NRC,2021-07-20,209264,ac is blowing warm air
1306,358,S924W7W8TWT2I9OW,2021-09-21,160687,tire pressure warning keeps coming back
1307,94,FX3030A67RL2YJ09,2022-08-03,113158,check engine light came on
1308,439,MC8FU0AB76LBWLA9,2023-01-04,193175,tire pressure warning keeps coming back
1309,326,FFZADVJFUY0F39WG,2021-02-14,244172,door lock is stuck
1310,292,T1OXHFDXK31WBHTF,2022-09-17,127358,car pulls to the left when braking
1311,14,ESIRQ4TP1NA6KSNJ,2022-01-16,53325,power windows stopped working
1312,149,7TNQETMNI3GOM673,2025-07-05,72796,smoke coming from under hood
1313,30,B20UC87NXP0JF6DN,2020-02-22,154835,abs light is on
1314,379,HG0U43QLX3F2XHDC,2022-12-25,141761,ac is blowing warm air
1315,382,RGSL55X9E0RAGHKE,2023-09-13,61997,fuel efficiency dropped a lot
1316,375,M1INUFNCC8UUXOP6,2025-01-10,76538,suspension feels bouncy
1317,253,XRED8U8NOZEMDMZ5,2022-09-19,46396,clutch pedal feels loose
1318,25,JFUPMVL5VECF8OCQ,2024-09-05,166600,door lock is stuck
1319,110,E0JXYO6HFD7LTTC9,2025-05-06,211442,suspension feels bouncy
1320,308,Y32I3PJ7K99BV2J3,2020-03-22,70325,suspension feels bouncy
1321,241,T8AN2LM1CBHT94OZ,2021-10-31,118056,radio cuts in and out
1322,401,YCZU80ZRZ79HQTYL,2022-08-25,195996,power windows stopped working
1323,8,IWPFVB71GHLU8M87,2022-04-10,16195,ac is blowing warm air
1324,32,UOJA5ENP2WA6M96M,2020-06-04,155640,trunk wont open
1325,6,SF2AALUDHAAHOP0E,2023-05-16,118331,clutch pedal feels loose
1326,318,YQYVBNUZ2KGA99UF,2023-06-30,22708,steering wheel shakes when braking
1327,162,WHHOLI54087WS1LO,2025-06-25,136920,oil leak under the car
1328,8,XF50OJQRLG6UACOT,2020-08-03,73107,trunk wont open
1329,98,I3UDUURWUDKBU0T3,2022-10-15,173112,car pulls to the left when braking
1330,497,2YGYZTHQSE0KIVWM,2021-08-11,161943,radio cuts in and out
1331,349,7M6J3RTXYMSCNX8E,2024-01-29,121096,suspension feels bouncy
1332,200,84P4K9DXOQ8JXLFI,2022-03-15,168046,steering wheel shakes when braking
1333,276,EV4DH9UGF10OO1PV,2020-03-19,159004,battery keeps dying overnight
1334,476,FVWJ7YZ6L7X6OA3N,2022-01-20,198813,suspension feels bouncy
1335,157,0V4PSC9J5UGE1G41,2025-04-04,139580,coolant warning light on
1336,240,GTEFR6MQW7673UBL,2022-03-22,124714,oil leak under the car
1337,393,QW8EVRC0ERJE4S4M,2022-06-25,238815,oil leak under the car
1338,190,DL7FKNDG1JRJ5XFE,2023-02-09,65933,exhaust is louder than usual
1339,111,JJ0076EKHI1RD5B2,2022-01-10,18231,oil leak under the car
1340,9,A67MSWPATOM287C4,2022-01-02,31599,ac is blowing warm air
1341,305,ZU1TOZHDV5OJZTO7,2022-11-04,249686,engine is making a weird noise
1342,31,1PW26RQH7O0ZBO70,2025-02-21,55037,transmission slipping between gears
1343,294,RWSF5PAE9Z5JL6UF,2023-11-21,65332,check engine light came on
1344,250,TKUDE358TRE9QDI3,2020-07-16,109794,ac is blowing warm air
1345,111,JJ0076EKHI1RD5B2,2021-01-27,90630,clutch pedal feels loose
1346,42,D7Z4KSO03W2MROP2,2021-01-02,190781,car overheating in traffic
1347,219,8VE00H2K2P3AJFAX,2025-08-04,145069,check engine light came on
1348,10,9AFPP7SDWYQTUV27,2020-08-02,171212,battery keeps dying overnight
1349,297,MU6U4PLLGF309HSU,2023-05-10,239713,exhaust is louder than usual
1350,306,3D3513LM7E41OFV1,2020-11-18,23666,grinding noise from rear wheels
1351,447,XUNHU25Z8KQ86YNI,2024-03-04,102343,smoke coming from under hood
1352,307,RCKQH3ERAM4BE52S,2022-08-10,89080,rough idle at stoplights
1353,325,ZXQOMTS1EGPGVTN4,2025-10-18,207033,brakes feel spongy
1354,10,DU9V45D3DGC50I32,2022-10-18,226375,clutch pedal feels loose
1355,210,H0CD8A2IBCLTRH9V,2022-07-03,96565,radio cuts in and out
1356,198,A6U48GWGHM56VU6Z,2020-10-07,249213,fuel efficiency dropped a lot
1357,487,N1TCJFCZWKGUY0OF,2025-07-29,92341,smoke coming from under hood
1358,293,4DX6UZS1XKE1KWON,2021-05-11,135069,abs light is on
1359,24,42GA3YYGDTWBKSDN,2022-08-02,214070,transmission slipping between gears
1360,433,W0PN524KSKWECY9A,2024-08-04,77788,oil leak under the car
1361,248,05XT54FN5G77LK6H,2024-08-08,36542,ac is blowing warm air
1362,51,1HGAV42T8LLIHKPJ,2024-11-06,238774,oil leak under the car
1363,332,DUVL911ZSB8LV6TX,2020-01-04,7426,headlights are dim
1364,125,31OGWRVZ90472UQL,2020-06-19,86962,steering wheel shakes when braking
1365,129,MFKRIG7JVDIKDTSG,2024-04-27,87416,rough idle at stoplights
1366,422,Q6FWTV1DJJZQFE8E,2024-12-29,161145,headlights are dim
1367,300,TRUML3F4RTGOOXUC,2022-06-02,54767,trunk wont open
1368,9,V4DC0FP672ZFBQBK,2025-08-31,244312,check engine light came on
1369,226,T8LI72W4OEBMQPJB,2020-06-29,33653,brakes feel spongy
1370,98,2NGQEUA73ABZGS9W,2021-01-28,197081,smoke coming from under hood
1371,142,DRN4ORAC8CYNL63G,2021-09-01,162259,car wont start in the morning
1372,351,U61O85VO1TK5EZS9,2022-04-28,146019,check engine light came on
1373,301,WLF9YXAM97YOFCX7,2021-04-14,177082,power windows stopped working
1374,126,ZYF2EV4JI4UFANS5,2025-09-12,111858,car wont start in the morning
1375,423,8U1QP2WNV2MK48J4,2025-11-30,28224,clutch pedal feels loose
1376,62,5J1VRKF4HT69A143,2024-09-18,249474,tire pressure warning keeps coming back
1377,160,89QSNVYF2ZQOYGWO,2020-05-24,96886,door lock is stuck
1378,147,C60CJBMUVHGQK820,2024-06-27,92574,smell of burning rubber
1379,93,6AP3VGVFHZT8I5YI,2021-10-18,203879,power windows stopped working
1380,410,EE2ABG9SHO5D5AFQ,2020-05-20,142364,engine is making a weird noise
1381,410,EE2ABG9SHO5D5AFQ,2025-06-22,192311,transmission slipping between gears
1382,0,N92TP6QAQ3K8A7RV,2021-04-04,172331,door lock is stuck
1383,38,3HXK13C3ZQX3QFXM,2021-09-24,122290,windshield wipers not working
1384,223,C11JG1MS4TSRW2MD,2023-12-11,60254,squealing noise when turning
1385,176,E07FPY1AELDWQXKE,2025-10-13,127187,oil leak under the car
1386,42,WUOCS224EQKQ7MOU,2020-07-22,63181,smell of burning rubber
1387,100,AK1VPANGW3PAJVF9,2025-11-01,236816,smell of burning rubber
1388,37,9GQJANQS334KCCNJ,2024-02-29,169838,car pulls to the left when braking
1389,78,0P5RUKCASSSLSLV3,2023-03-09,95879,fuel efficiency dropped a lot
